"source_id","relative_path","kind","bytes","sha256","git_state","provenance","license_status","disposition","direct_transfer_approved","notes"
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/dxf_dimension_source_fields.dxf","cad_fixture","278","ffd996fffe450401eca77cea1eb6af7941b9c3c179aa8fde8c7d900f102005f2","untracked","legacy-local-untracked","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/dxf_infinite_lines.dxf","cad_fixture","383","2dbbbe05addd0a04be0422e68b7c0c4783746587c39a3ae7d94751b185086296","untracked","legacy-local-untracked","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/dxf_leader_source_fields.dxf","cad_fixture","342","ead999c67ce73ca22024d106e698e9e22f542fd3a7dd8f0291dfdeb6ae5f866d","untracked","legacy-local-untracked","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/dxf_mesh_base_faces.dxf","cad_fixture","324","c3ceb17f9e7287398f091d22149c350014545376bf00b68d7d0e4b722e45aa9e","untracked","legacy-local-untracked","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/dxf_mleader_source_fields.dxf","cad_fixture","815","f52a2e65ba07a477126dab295beae94d8f61abe8c6adb0e5555ad3510e0d5e56","untracked","legacy-local-untracked","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/dxf_mline_source_fields.dxf","cad_fixture","477","4ff140a1b4aecf50b292694833e2664c6bf9b4fd9e5c229a821017a562d3cf0d","untracked","legacy-local-untracked","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/dxf_planar_faces.dxf","cad_fixture","554","102e6216a045e6248f60896ba1ee666bf905b1f98e1055ae256cf8eb0d3f36c8","untracked","legacy-local-untracked","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/dxf_polyface_mesh.dxf","cad_fixture","755","4c2d5c8698a532d32361ebd00bb602ab123aba6d6953fd028b53efc91f77c6f3","untracked","legacy-local-untracked","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/dxf_polygon_mesh.dxf","cad_fixture","884","2f33cedc47ff0605c0cb7070b64d4328463191f9bddef2679624fca8e5ab6bd1","untracked","legacy-local-untracked","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/dxf_spline_source_fields.dxf","cad_fixture","658","30e7e5a4e61f145797e1e35332d5f44dcfc37034d6ce67ba2cc8b56784158c90","untracked","legacy-local-untracked","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/dxf_viewport_source_fields.dxf","cad_fixture","618","0aef950e5a88d2a5f997facad710abc42071b79334cb0113f1effcedf067a48d","untracked","legacy-local-untracked","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","crates/cad-io/tests/fixtures/live_simple_line.dxf","cad_fixture","268","1a6222bff76d8a038211a16697bb8fee2b039f02e56ed377177defc9f0077a08","tracked_clean","legacy-git-history","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
"legacy-cad-2026-07-23","tests/fixtures/real_mau_trich_do2_1.dxf","cad_fixture","940827","bf0710d2ff938866c0f7d8f3c4d540ad64154a15b76d2fbb7f260baa6ae6075d","tracked_clean","user-cad-private","unverified-no-repo-license","private_corpus_only","false","Never commit to the SeaCad source repository."
"legacy-cad-2026-07-23","tests/fixtures/real_thua115_91.dxf","cad_fixture","285248","63bd1ad7b58ddae429a6dddce8f66507d1b8f2780c30c0dc6e5bb1fc724b60f0","tracked_clean","user-cad-private","unverified-no-repo-license","private_corpus_only","false","Never commit to the SeaCad source repository."
"legacy-cad-2026-07-23","tests/fixtures/simple_line.dxf","cad_fixture","240","5da0315f5a8285bf2344bd294d5cb77be44a89dcaeb2746b565071a557d92240","tracked_clean","legacy-git-history","unverified-no-repo-license","quarantine_pending_attestation","false","Byte hash recorded; direct transfer is blocked until ownership is attested."
